"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.043092,
"OECD","CPI","TOT","AGRWTH","M","2012-06",1.982324,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.867495,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.044712,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.199343,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.221981,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.923349,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.851328,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.718142,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.808749,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.566309,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.250578,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.482173,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.797457,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.955839,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.687608,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.480496,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.291878,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.466758,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.638181,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.646284,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.441348,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.574351,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.025968,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.084002,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.062389,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.962251,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.808307,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.744488,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.737322,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.498476,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.090816,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5450067,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6014698,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.633891,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.4996441,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6323748,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.6545534,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6353493,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.630205,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.473544,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6105581,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.7429956,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.8778699,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.206445,
"OECD","CPI","TOT","AGRWTH","M","2016-02",0.9748144,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.8479601,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.8567132,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.8343241,
"OECD","CPI","TOT","AGRWTH","M","2016-06",0.9076882,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.8798085,
"OECD","CPI","TOT","AGRWTH","M","2016-08",0.9650586,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.20611,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.394446,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.482609,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.826272,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.316954,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.504671,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.321809,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.361141,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.125367,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.92999,
"OECD","CPI","TOT","AGRWTH","M","2017-07",1.990543,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.191737,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.342447,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.191881,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.382571,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.322109,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.169376,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.199139,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.266948,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.25434,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.589543,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.777614,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.879255,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.889855,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.913409,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.104503,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.695067,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.377197,
